,ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min)
37287,0x3df3,JAPRES07DEL03,35.0,4.1,26.766536,75.837333,26.906536,75.977333,16-03-2022,17:15,17:20,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,39
37827,0x2744,SURRES11DEL02,31.0,4.9,21.157735,72.768778,21.177735,72.788778,09-03-2022,09:55,0.416666667,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,28
42709,0x2c00,COIMBRES09DEL03,26.0,4.7,11.008638,76.984311,11.098638,77.074311,16-03-2022,21:40,21:45,Stormy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,16
33109,0x3f20,CHENRES010DEL01,27.0,4.5,13.066762,80.251865,13.106762,80.291865,28-03-2022,15:55,16:05,Fog,Medium,1,Drinks,motorcycle,0.0,No,,11
27822,0x3190,MUMRES06DEL03,26.0,4.7,19.055831,72.833984,19.115831,72.893984,13-03-2022,23:40,23:55,Sandstorms,Low,1,Buffet,motorcycle,1.0,No,,19
35817,0x97f,JAPRES19DEL02,32.0,4.4,26.913726,75.75282,27.043726,75.88282,10-03-2022,22:30,22:40,Fog,Low,0,Drinks,motorcycle,1.0,No,Urban,41
29627,0xde74,GOARES12DEL02,20.0,4.8,15.516833,73.768172,15.596833,73.848172,14-02-2022,18:55,19:05,Cloudy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,37
38536,0x533d,JAPRES02DEL01,35.0,4.5,26.914142,75.805704,26.924142,75.815704,01-04-2022,10:40,10:45,Fog,Low,1,Drinks,motorcycle,1.0,No,Urban,17
7013,0xa02f,HYDRES13DEL01,27.0,4.6,17.431477,78.40035,17.471477,78.44035,01-03-2022,14:25,14:30,Sunny,High,2,Buffet,scooter,0.0,No,Urban,18
36179,0xd0af,LUDHRES11DEL01,38.0,5.0,30.893081,75.821495,30.903081,75.831495,15-02-2022,09:50,0.416666667,Cloudy,Low,0,Meal,motorcycle,0.0,No,Urban,22
39970,0x5ddc,BANGRES07DEL01,20.0,4.6,12.978453,77.643685,13.088453,77.753685,10-03-2022,17:35,17:45,Sandstorms,Medium,2,Buffet,scooter,1.0,No,Metropolitian,24
37269,0x579b,JAPRES02DEL01,28.0,4.9,26.914142,75.805704,27.024142,75.915704,04-03-2022,21:50,22:05,Sandstorms,Jam,2,Meal,motorcycle,0.0,No,Metropolitian,16
25624,0xc83f,AGRRES17DEL03,24.0,5.0,27.157772,78.04725,27.217772,78.10725,11-02-2022,18:15,18:30,Cloudy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,10
4618,0x114b,PUNERES12DEL01,,,18.520016,73.830547,18.630016,73.940547,20-03-2022,,20:10,,,3,Meal,scooter,2.0,No,Metropolitian,39
15001,0xd928,KOLRES06DEL02,27.0,4.9,22.533662,88.366217,22.553662,88.386217,11-02-2022,0.458333333,11:05,Cloudy,Low,0,Snack,motorcycle,1.0,No,Urban,18
8011,0xbee3,SURRES06DEL03,37.0,4.4,21.185047,72.80859,21.275047,72.89859,02-03-2022,19:10,19:25,Windy,Jam,1,Buffet,motorcycle,2.0,No,Metropolitian,32
21908,0xe1c5,GOARES01DEL01,26.0,4.9,15.576683,73.75575,15.646683,73.82575,16-02-2022,21:10,21:25,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,29
905,0x30df,INDORES09DEL03,25.0,4.9,22.725835,75.887648,22.815835,75.977648,06-04-2022,20:30,20:35,Windy,Jam,2,Snack,scooter,1.0,No,Metropolitian,28
19461,0x7ba9,BANGRES15DEL01,33.0,4.7,12.975377,77.696664,13.045377,77.766664,29-03-2022,17:20,17:25,Sandstorms,Medium,2,Drinks,scooter,1.0,No,Urban,24
31139,0x1c35,JAPRES14DEL02,38.0,3.8,26.88842,75.800689,26.96842,75.880689,08-03-2022,20:40,20:45,Sandstorms,Jam,1,Drinks,scooter,2.0,No,Metropolitian,44
34380,0x7e17,INDORES15DEL01,28.0,4.7,22.760072,75.892574,22.830072,75.962574,18-03-2022,19:55,20:05,Cloudy,Jam,0,Drinks,motorcycle,2.0,No,Urban,43
20761,0x60db,MYSRES20DEL03,23.0,4.5,12.337978,76.616792,12.397978,76.676792,26-03-2022,18:40,18:45,Sandstorms,Medium,2,Snack,scooter,1.0,No,Metropolitian,26
4167,0x9b3c,PUNERES18DEL02,37.0,4.8,18.593481,73.785901,18.643481,73.835901,19-03-2022,17:45,17:50,Sunny,Medium,0,Snack,motorcycle,0.0,No,Urban,22
37329,0x69f3,MYSRES010DEL02,26.0,4.0,12.321214,76.621094,12.341214,76.641094,13-03-2022,10:25,10:40,Windy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,22
21910,0xe15d,KOCRES16DEL01,34.0,4.9,10.003064,76.307589,10.013064,76.317589,17-02-2022,11:50,12:05,Stormy,High,0,Snack,motorcycle,2.0,No,Metropolitian,42
41584,0xe83,HYDRES20DEL02,25.0,4.3,17.483216,78.552111,17.563216,78.632111,08-03-2022,17:40,17:55,Fog,Medium,2,Buffet,scooter,1.0,No,Metropolitian,36
25075,0x3bec,SURRES18DEL01,39.0,4.6,21.149834,72.778666,21.189834,72.818666,28-03-2022,0.708333333,17:10,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,26
31765,0x80fd,INDORES05DEL02,25.0,4.8,22.727021,75.884167,22.807021,75.964167,14-03-2022,18:10,18:20,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,35
7997,0xa405,RANCHIRES11DEL03,37.0,4.6,23.359194,85.325447,23.389194,85.355447,26-03-2022,20:15,20:30,Stormy,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,30
25913,0xc53f,AURGRES14DEL01,36.0,4.3,19.875016,75.322405,19.885016,75.332405,15-02-2022,09:50,10:05,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,26
3322,0x5e04,JAPRES20DEL01,25.0,4.5,26.956431,75.776649,26.966431,75.786649,09-03-2022,09:10,09:25,Fog,Low,0,Snack,motorcycle,0.0,No,Metropolitian,18
37234,0xffd,COIMBRES17DEL01,25.0,4.4,11.026117,76.944652,11.096117,77.014652,04-04-2022,17:35,17:50,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,33
23169,0x93ba,PUNERES09DEL03,23.0,4.8,18.536562,73.896485,18.596562,73.956485,09-03-2022,18:25,18:30,Windy,Medium,1,Meal,scooter,1.0,No,Metropolitian,26
39429,0x4756,SURRES010DEL02,29.0,4.5,21.17106,72.789292,21.22106,72.839292,17-03-2022,19:40,19:55,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,20
37941,0x9504,CHENRES07DEL03,36.0,4.0,13.081878,80.248519,13.141878,80.308519,07-03-2022,17:55,18:10,Sandstorms,Medium,1,Buffet,scooter,1.0,No,Metropolitian,34
31790,0x5543,MYSRES01DEL01,33.0,4.9,12.311072,76.654878,12.351072,76.694878,05-04-2022,15:30,15:40,Stormy,Medium,2,Drinks,electric_scooter,0.0,No,Metropolitian,29
25320,0x212e,BANGRES01DEL02,21.0,4.5,12.933284,77.615428,13.063284,77.745428,18-03-2022,17:10,17:20,Cloudy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,26
33245,0xb8b7,COIMBRES07DEL02,37.0,4.6,10.96185,76.971082,11.04185,77.051082,12-03-2022,20:35,20:40,Fog,Jam,0,Drinks,motorcycle,1.0,Yes,Metropolitian,53
19246,0x783a,BANGRES06DEL01,34.0,3.6,12.979096,77.640625,13.049096,77.710625,02-04-2022,18:10,18:20,Stormy,Medium,1,Snack,scooter,0.0,No,Urban,38
247,0x1045,COIMBRES16DEL01,24.0,4.9,11.010375,76.95295,11.050375,76.99295,21-03-2022,15:10,15:20,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,28
11188,0x2d55,COIMBRES13DEL03,30.0,4.6,11.003669,76.976494,11.063669,77.036494,05-04-2022,23:45,23:50,Fog,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,15
5422,0x73d1,HYDRES09DEL02,27.0,4.1,17.431668,78.408321,17.481668,78.458321,17-03-2022,20:35,20:45,Fog,Jam,1,Meal,scooter,0.0,No,Metropolitian,31
10004,0x3895,RANCHIRES07DEL01,33.0,4.9,23.359407,85.325055,23.369407,85.335055,26-03-2022,10:15,10:30,Windy,Low,2,Meal,electric_scooter,0.0,No,Urban,21
40244,0x8fb7,MUMRES12DEL01,38.0,4.4,19.207222,72.972281,19.277222,73.042281,25-03-2022,21:25,21:40,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,34
29861,0xf63,PUNERES15DEL02,35.0,4.2,18.636215,73.751081,18.766215,73.881081,02-03-2022,18:20,18:25,Stormy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,34
29329,0x1803,INDORES07DEL03,28.0,4.7,22.722634,75.886959,22.782634,75.946959,30-03-2022,17:25,17:35,Sunny,Medium,1,Snack,scooter,1.0,No,Metropolitian,12
45194,0x6738,CHENRES06DEL02,27.0,4.9,13.054347,80.257221,13.134347,80.337221,14-03-2022,22:20,22:25,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,24
23463,0x8199,PUNERES18DEL02,36.0,4.9,18.593481,73.785901,18.723481,73.915901,23-03-2022,17:45,17:50,Sunny,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,16
9081,0x767b,HYDRES01DEL03,26.0,4.7,17.410371,78.437225,17.470371,78.497225,11-03-2022,21:30,21:45,Cloudy,Jam,2,Meal,electric_scooter,0.0,No,Urban,22
38187,0xc93,CHENRES15DEL02,38.0,4.5,13.026286,80.275235,13.076286,80.325235,17-03-2022,22:25,22:30,Fog,Low,1,Buffet,scooter,1.0,No,Metropolitian,19
36083,0xc40e,DEHRES09DEL03,37.0,4.4,30.332735,78.054222,30.472735,78.194222,12-02-2022,21:40,21:55,Sandstorms,Jam,2,Meal,scooter,3.0,No,Metropolitian,44
30765,0xc069,AURGRES13DEL01,32.0,3.7,-19.880256,75.323503,19.950256,75.393503,18-02-2022,22:25,22:30,Cloudy,Low,2,Meal,scooter,1.0,No,Urban,36
20302,0x2737,CHENRES19DEL01,38.0,4.7,12.986047,80.218114,13.026047,80.258114,11-03-2022,12:50,12:55,Stormy,High,2,Buffet,scooter,1.0,No,Metropolitian,27
7430,0x7b00,INDORES01DEL03,36.0,4.9,22.695207,75.866059,22.755207,75.926059,03-03-2022,17:10,17:15,Sandstorms,Medium,2,Snack,scooter,0.0,No,Metropolitian,32
22466,0x1f13,BANGRES010DEL02,24.0,4.7,12.933298,77.614293,13.063298,77.744293,04-04-2022,21:25,21:30,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,36
25970,0x360a,BANGRES18DEL02,37.0,4.6,12.913041,77.683237,13.043041,77.813237,27-03-2022,1,24:10:00,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,27
9181,0x6ac4,BANGRES20DEL01,32.0,4.7,12.972161,77.596014,13.042161,77.666014,04-03-2022,21:55,22:10,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,29
41906,0xbf00,GOARES14DEL02,,,15.157944,73.950889,15.237944,74.030889,16-02-2022,,18:45,,Medium,2,Buffet,scooter,0.0,No,Metropolitian,25
31946,0x6668,CHENRES03DEL01,27.0,5.0,13.091809,80.219104,13.161809,80.289104,20-03-2022,21:30,21:35,Fog,Jam,0,Drinks,motorcycle,0.0,Yes,Metropolitian,41
8885,0xc3fe,BHPRES19DEL01,25.0,5.0,0.0,0.0,0.11,0.11,14-02-2022,21:15,21:20,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,20
10023,0xb532,CHENRES010DEL02,26.0,4.6,13.066762,80.251865,13.196762,80.381865,08-03-2022,17:35,17:45,Sandstorms,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,19
29644,0x6418,HYDRES15DEL02,33.0,5.0,17.45971,78.368855,17.53971,78.448855,18-03-2022,19:40,19:45,Windy,Jam,0,Buffet,motorcycle,3.0,No,Metropolitian,48
11112,0x6bb5,MYSRES06DEL03,31.0,4.8,12.323994,76.626167,12.353994,76.656167,03-04-2022,22:45,22:50,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,29
28638,0x756b,RANCHIRES03DEL03,29.0,4.6,0.0,0.0,0.09,0.09,31-03-2022,23:50,1,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,28
42598,0xb3e,VADRES04DEL03,33.0,4.9,0.0,0.0,0.09,0.09,25-03-2022,19:35,19:40,Stormy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,46
23628,0x615d,BANGRES010DEL03,30.0,4.5,12.933298,77.614293,13.023298,77.704293,06-04-2022,17:25,17:30,Windy,Medium,1,Snack,scooter,1.0,No,Urban,23
39647,0xbc45,VADRES02DEL01,23.0,4.4,0.0,0.0,0.11,0.11,04-03-2022,20:30,20:45,Cloudy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,33
27580,0x729d,INDORES06DEL01,27.0,4.9,22.728163,75.884212,22.798163,75.954212,08-03-2022,19:40,19:50,Fog,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,43
21397,0xb3a8,HYDRES14DEL02,27.0,4.4,17.426228,78.407495,17.476228,78.457495,01-03-2022,19:25,19:30,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,46
23081,0x59df,COIMBRES06DEL01,26.0,4.7,11.021278,76.995017,11.031278,77.005017,09-03-2022,08:55,0.375,Fog,Low,1,Buffet,scooter,1.0,No,Metropolitian,18
22752,0x6612,SURRES18DEL02,24.0,4.3,21.149834,72.778666,21.169834,72.798666,13-03-2022,0.416666667,10:10,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Metropolitian,23
34329,0xe153,GOARES01DEL02,21.0,4.3,15.576683,73.75575,15.596683,73.77575,13-02-2022,11:40,11:45,Sandstorms,High,0,Meal,motorcycle,1.0,No,Urban,34
20154,0x8c90,JAPRES14DEL03,32.0,4.6,26.88842,75.800689,26.94842,75.860689,13-03-2022,18:15,18:30,Cloudy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,28
38911,0x76a7,COIMBRES02DEL02,36.0,4.7,11.022477,76.995667,11.152477,77.125667,16-03-2022,23:50,24:05:00,Cloudy,Low,0,Buffet,motorcycle,2.0,No,Urban,41
44910,0x499e,MUMRES18DEL01,22.0,4.2,19.1093,72.825451,19.1193,72.835451,26-03-2022,10:25,10:35,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Urban,29
6557,0x30db,INDORES15DEL02,29.0,4.7,22.760072,75.892574,22.840072,75.972574,04-04-2022,22:55,0.958333333,Sandstorms,Low,1,Buffet,scooter,0.0,No,,17
31327,0x1451,MUMRES03DEL01,26.0,4.7,19.22384,72.841347,19.23384,72.851347,05-03-2022,11:55,0.5,Stormy,High,2,Meal,scooter,0.0,No,Metropolitian,16
37136,0xdbe4,BHPRES08DEL02,33.0,4.6,23.232537,77.429845,23.282537,77.479845,13-02-2022,20:20,20:35,Cloudy,Jam,2,Snack,scooter,1.0,No,Metropolitian,25
3172,0xdd62,BHPRES12DEL03,21.0,4.6,0.0,0.0,0.06,0.06,17-02-2022,18:10,18:20,Windy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,27
30501,0x15c7,MYSRES18DEL01,20.0,4.7,12.337928,76.617889,12.407928,76.687889,18-03-2022,18:30,18:40,Stormy,Medium,1,Meal,scooter,1.0,No,Metropolitian,21
11361,0x8a25,INDORES18DEL01,38.0,4.2,22.753839,75.897429,22.793838,75.937429,24-03-2022,0.625,15:15,Stormy,High,0,Meal,motorcycle,1.0,No,Metropolitian,40
41152,0x3da6,HYDRES02DEL02,35.0,4.7,17.41233,78.449654,17.49233,78.529654,12-03-2022,0.75,18:15,Sunny,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,15
11271,0xe136,LUDHRES19DEL01,24.0,2.9,30.902872,75.826808,30.972872,75.896808,18-02-2022,23:35,23:40,Sunny,Low,1,Snack,motorcycle,1.0,No,Metropolitian,43
10112,0x70e9,VADRES16DEL03,29.0,4.8,0.0,0.0,0.06,0.06,09-03-2022,18:30,18:40,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,28
2479,0x55ab,COIMBRES09DEL02,20.0,4.8,11.008638,76.984311,11.088638,77.064311,14-03-2022,23:25,23:40,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,29
3769,0x2279,RANCHIRES09DEL02,38.0,4.9,23.351058,85.325731,23.401058,85.375731,13-03-2022,17:55,0.75,Sandstorms,Medium,2,Meal,scooter,0.0,No,Metropolitian,26
39155,0x83af,CHENRES16DEL03,32.0,4.6,13.049645,80.242268,13.139645,80.332268,16-03-2022,17:35,17:45,Cloudy,Medium,2,Snack,scooter,1.0,No,Urban,39
7486,0x8d3,INDORES20DEL02,36.0,4.9,22.732225,75.874765,22.752225,75.894765,09-03-2022,08:30,08:35,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23
8911,0xa307,MUMRES09DEL03,34.0,4.7,18.994049,72.825203,19.084049,72.915203,08-03-2022,22:40,22:45,Windy,Low,2,Snack,scooter,1.0,No,Metropolitian,19
30282,0xd08e,AGRRES18DEL01,38.0,4.7,27.161694,78.034714,27.171694,78.044714,17-02-2022,09:30,09:35,Windy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,22
5979,0x63d4,VADRES15DEL01,31.0,4.4,0.0,0.0,0.11,0.11,16-03-2022,23:35,23:40,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Urban,37
28003,0x417c,MUMRES16DEL03,23.0,4.8,19.120083,72.907385,19.180083,72.967385,26-03-2022,21:50,21:55,Sunny,Jam,1,Drinks,scooter,0.0,No,Metropolitian,18
24993,0x84d6,CHENRES05DEL01,37.0,4.0,13.058616,80.264151,13.128616,80.334151,20-03-2022,19:15,19:20,Windy,Jam,0,Snack,motorcycle,1.0,Yes,Metropolitian,47
37619,0xd381,LUDHRES15DEL01,27.0,4.5,30.899584,75.809346,31.009584,75.919346,18-02-2022,18:15,18:25,Sandstorms,Medium,1,Buffet,scooter,0.0,No,Metropolitian,19
22206,0x380b,MYSRES20DEL01,35.0,4.1,12.337978,76.616792,12.447978,76.726792,16-03-2022,17:40,17:55,Stormy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,37
4706,0xd58b,AURGRES19DEL02,39.0,4.6,19.866969,75.318894,19.996969,75.448894,18-02-2022,22:10,22:20,Cloudy,Low,1,Meal,scooter,1.0,No,Metropolitian,26
29797,0x7da9,CHENRES02DEL03,29.0,3.3,13.086438,80.220672,13.176438,80.310672,04-03-2022,23:20,23:25,Sunny,Low,2,Buffet,scooter,1.0,No,Metropolitian,41
23838,0x5d1f,MUMRES08DEL02,22.0,4.8,19.065838,72.832658,19.115838,72.882658,26-03-2022,19:25,19:30,Sandstorms,Jam,2,Drinks,scooter,0.0,No,Urban,19
12657,0xc2a5,GOARES01DEL02,24.0,4.7,15.576683,73.75575,15.626683,73.80575,13-02-2022,18:25,18:35,Sunny,Medium,2,Meal,scooter,1.0,No,Metropolitian,15
17538,0xc863,KOLRES12DEL02,32.0,4.9,22.551084,88.354127,22.601084,88.404127,17-02-2022,21:40,21:50,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,31
26420,0x4587,HYDRES17DEL03,23.0,4.9,17.451976,78.385883,17.541976,78.475883,04-03-2022,18:50,19:05,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,19
23367,0x9a97,COIMBRES02DEL02,36.0,4.8,11.022477,76.995667,11.072477,77.045667,01-03-2022,20:20,20:30,Stormy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,30
28559,0x6885,BANGRES05DEL01,34.0,4.6,12.970324,77.645748,13.080324,77.755748,27-03-2022,19:25,19:30,Cloudy,Jam,0,Buffet,motorcycle,0.0,Yes,Metropolitian,47
27235,0x8c3a,RANCHIRES09DEL03,31.0,3.5,23.351058,85.325731,23.441058,85.415731,29-03-2022,21:30,21:45,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,35
29558,0x1015,COIMBRES16DEL02,38.0,3.5,11.010375,76.95295,11.140375,77.08295,29-03-2022,0.791666667,19:15,Sandstorms,Medium,2,Snack,motorcycle,2.0,No,Urban,33
32476,0x9f57,JAPRES08DEL03,25.0,4.6,26.910262,75.783013,26.970262,75.843013,07-03-2022,21:10,21:20,Sandstorms,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,20
43307,0x923c,COIMBRES010DEL03,34.0,4.1,11.003008,76.97544,11.033008,77.00544,15-03-2022,23:35,23:50,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Urban,24
45029,0x7a12,SURRES02DEL01,32.0,4.0,21.186608,72.794136,21.226608,72.834136,15-03-2022,15:50,15:55,Sandstorms,Medium,1,Snack,motorcycle,2.0,No,Metropolitian,32
36688,0x6d3e,INDORES02DEL01,24.0,4.8,22.651847,75.881991,22.721847,75.951991,27-03-2022,20:55,21:10,Sunny,Jam,1,Buffet,scooter,1.0,,Metropolitian,13
29938,0x639e,COIMBRES02DEL03,20.0,5.0,11.022477,76.995667,11.052477,77.025667,19-03-2022,18:25,18:40,Cloudy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,27
27330,0xa475,JAPRES06DEL02,22.0,5.0,26.911927,75.797282,26.931927,75.817282,01-04-2022,08:20,08:35,Fog,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,20
43998,0x3d5b,COIMBRES08DEL01,30.0,3.5,11.001852,76.976268,11.111852,77.086268,08-03-2022,20:45,0.875,Stormy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,35
25853,0x2534,RANCHIRES05DEL02,37.0,4.7,23.355164,85.324097,23.485164,85.454097,14-03-2022,19:30,19:35,Sunny,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,24
31311,0x4364,JAPRES04DEL02,28.0,4.6,26.902328,75.794257,26.982328,75.874257,04-03-2022,22:40,22:50,Fog,Low,2,Meal,scooter,1.0,No,,22
34769,0x165f,SURRES09DEL01,20.0,4.7,21.175975,72.795503,21.245975,72.865503,10-03-2022,22:20,22:25,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,20
13952,0xc4dd,GOARES02DEL01,39.0,4.8,15.585658,73.743606,15.695658,73.853606,14-02-2022,23:10,23:15,Sandstorms,Low,1,Snack,motorcycle,0.0,No,Metropolitian,21
28791,0xc14d,ALHRES13DEL02,20.0,4.7,25.451646,81.832796,25.581646,81.962796,14-02-2022,20:15,20:20,Sunny,Jam,1,Meal,scooter,,No,Urban,10
13348,0x1666,VADRES20DEL01,39.0,4.6,22.311358,73.164798,22.381358,73.234798,12-03-2022,18:35,18:50,Sandstorms,Medium,1,Buffet,scooter,0.0,No,Metropolitian,20
8072,0x4dc0,PUNERES13DEL01,22.0,5.0,18.56245,73.916619,18.57245,73.926619,09-03-2022,10:55,11:10,Cloudy,Low,1,Drinks,scooter,0.0,No,Urban,18
41017,0xb27d,PUNERES19DEL02,39.0,4.2,18.563934,73.915367,18.693935,74.045367,02-03-2022,18:10,18:25,Sunny,Medium,0,Meal,motorcycle,2.0,No,Urban,36
2508,0x288e,COIMBRES14DEL01,22.0,4.7,11.003681,76.975525,11.073681,77.045525,06-04-2022,18:30,18:40,Windy,Medium,2,Meal,motorcycle,0.0,No,Urban,27
20341,0x8134,MUMRES03DEL02,39.0,4.6,19.22384,72.841347,19.30384,72.921347,08-03-2022,23:20,23:35,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,30
5496,0xc76,COIMBRES14DEL03,25.0,4.3,11.003681,76.975525,11.033681,77.005525,05-03-2022,22:45,22:50,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,28
30578,0x306d,RANCHIRES14DEL01,29.0,4.6,0.0,0.0,0.11,0.11,25-03-2022,22:25,22:40,Windy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,15
30299,0xb8e2,MUMRES15DEL02,34.0,5.0,19.176269,72.836721,19.256269,72.916721,12-03-2022,17:40,17:50,Fog,Medium,1,Buffet,motorcycle,3.0,No,Metropolitian,44
39,0xa30b,CHENRES11DEL01,37.0,4.8,13.064181,80.236442,13.104181,80.276442,09-03-2022,16:45,16:55,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Urban,26
43992,0x7782,HYDRES11DEL02,32.0,5.0,17.430448,78.418213,17.480448,78.468213,05-03-2022,20:45,0.875,Fog,Jam,1,Meal,motorcycle,2.0,No,Metropolitian,39
44462,0x6262,RANCHIRES09DEL02,31.0,5.0,23.351058,85.325731,23.401058,85.375731,17-03-2022,17:25,17:35,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,31
1371,0x3d27,VADRES17DEL02,32.0,4.0,0.0,0.0,0.08,0.08,08-03-2022,19:15,19:20,Fog,Jam,2,Snack,motorcycle,1.0,Yes,Urban,43
15564,0xdab6,KOLRES19DEL03,39.0,4.6,22.5491,88.400467,22.6391,88.490467,12-02-2022,20:30,20:40,Sunny,Jam,1,Snack,scooter,1.0,No,Metropolitian,24
31538,0x1335,BANGRES16DEL01,38.0,4.4,13.029198,77.570997,13.139198,77.680997,25-03-2022,20:20,20:35,Fog,Jam,2,Meal,scooter,0.0,No,Metropolitian,49
31690,0x24e8,CHENRES19DEL01,34.0,4.9,12.986047,80.218114,12.996047,80.228114,05-03-2022,08:55,09:05,Windy,Low,1,Snack,motorcycle,0.0,No,Urban,24
288,0xbe78,BANGRES15DEL02,29.0,4.5,12.975377,77.696664,13.055377,77.776664,31-03-2022,22:25,22:40,Windy,Low,1,Snack,scooter,0.0,No,Urban,13
39913,0x2607,COIMBRES09DEL02,27.0,4.6,11.008638,76.984311,11.058638,77.034311,05-03-2022,19:20,19:30,Stormy,Jam,2,Meal,scooter,1.0,No,Urban,12
3492,0xcbca,AGRRES15DEL02,28.0,4.9,0.0,0.0,0.08,0.08,14-02-2022,17:20,17:25,Fog,Medium,1,Meal,scooter,0.0,No,Metropolitian,28
10185,0xdee,JAPRES11DEL02,,,26.90294,75.793007,26.92294,75.813007,05-03-2022,10:30,10:35,Fog,Low,1,Drinks,scooter,1.0,No,Metropolitian,14
17405,0x70a7,INDORES15DEL02,38.0,4.6,22.760072,75.892574,22.840072,75.972574,08-03-2022,22:20,22:30,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,25
28958,0x9ab7,COIMBRES04DEL01,29.0,4.6,11.024839,77.007003,11.064839,77.047003,03-04-2022,12:55,0.541666667,Fog,High,1,Buffet,scooter,1.0,No,Metropolitian,22
832,0xbb48,COIMBRES01DEL01,39.0,4.9,11.016298,76.972076,11.086298,77.042076,14-03-2022,21:30,21:45,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,29
20170,0x2c2a,PUNERES02DEL01,38.0,4.1,18.55144,73.804855,18.66144,73.914855,16-03-2022,17:35,17:45,Cloudy,Medium,1,Meal,scooter,,No,Metropolitian,42
40178,0x30a9,MYSRES010DEL01,34.0,4.7,12.321214,76.621094,12.361214,76.661094,26-03-2022,15:10,15:15,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,30
24128,0x6020,JAPRES11DEL03,22.0,4.9,26.90294,75.793007,26.93294,75.823007,03-03-2022,19:20,19:25,Cloudy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,27
