Unnamed: 0,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
36070,36.0,4.6,Sandstorms,High,0,Snack,motorcycle,2.0,No,Urban,38,1.5581339787952246
23737,27.0,4.5,Sunny,Medium,2,Snack,scooter,0.0,No,Metropolitian,15,6.232241741082851
2168,26.0,4.6,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,37,12.417550915781517
1118,22.0,4.7,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,23,7.6833326723151325
5129,34.0,4.7,Sunny,Medium,2,Drinks,scooter,1.0,No,Metropolitian,16,6.209485214431726
36592,26.0,4.3,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,27,9.31486268733638
36125,24.0,4.6,Sunny,Low,0,Snack,motorcycle,0.0,No,Metropolitian,12,8.810644611467652
13278,32.0,4.7,Fog,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,16,4.610456145656767
41580,20.0,4.7,Windy,High,2,Meal,electric_scooter,1.0,No,Urban,20,5.860420473400606
42762,27.0,4.7,Sandstorms,Jam,1,Meal,scooter,1.0,No,Metropolitian,15,7.5467812205384925
14657,37.0,4.9,Cloudy,High,1,Snack,scooter,0.0,No,Metropolitian,34,6.29013467758336
23898,35.0,4.7,Cloudy,Low,1,Snack,scooter,1.0,No,Metropolitian,19,1.5523313500323028
12160,30.0,4.6,Cloudy,High,1,Meal,scooter,0.0,No,Urban,38,6.0362441968842395
16807,24.0,5.0,Sandstorms,Medium,2,Meal,scooter,1.0,No,Metropolitian,29,9.179276687710495
4724,26.0,4.2,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,37,9.055898607597594
38636,25.0,4.6,Fog,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,22,16.635518179491516
24776,20.0,4.9,Sandstorms,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,33,10.7073450402143
6603,25.0,4.6,Sandstorms,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,19,14.152800689506924
121,26.0,5.0,Fog,Low,2,Meal,scooter,1.0,No,Urban,11,1.5204319453616324
9375,32.0,4.7,Sunny,High,0,Drinks,motorcycle,1.0,No,Metropolitian,20,6.209485214431726
40979,26.0,4.8,Windy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,10,1.53679176681526
24377,21.0,4.8,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,43,19.91612261382278
26648,31.0,5.0,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Urban,29,16.646527960577544
40674,34.0,4.3,Windy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,44,10.725127399204187
20717,24.0,4.2,Sunny,High,0,Snack,motorcycle,1.0,No,Metropolitian,42,3.064487106530194
18468,26.0,4.7,Windy,Medium,0,Drinks,motorcycle,0.0,No,Urban,16,4.657528073871359
1202,36.0,4.1,Windy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,24,9.192686206629773
27320,22.0,4.1,Fog,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,34,7.761780026164523
18746,37.0,4.9,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,36,13.680927409365763
30068,28.0,4.8,Cloudy,High,2,Meal,motorcycle,0.0,No,Metropolitian,23,3.104782361698969
17284,39.0,4.6,Cloudy,Low,2,Snack,scooter,0.0,No,Urban,17,9.075387359302276
32128,21.0,4.6,Stormy,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,16,7.54909241756514
19269,24.0,4.8,Cloudy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,17,4.631778693698313
3198,22.0,4.0,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,26,3.1162536571204393
27339,25.0,4.6,Sunny,Jam,2,Meal,motorcycle,0.0,No,Urban,11,9.314965469003848
44735,35.0,4.9,Cloudy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,17,3.019099197498055
4915,35.0,5.0,Windy,High,2,Drinks,scooter,0.0,No,Metropolitian,26,6.2100611760488995
37864,33.0,4.9,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,41,19.661310204461483
39167,25.0,4.6,Sunny,Jam,2,Buffet,electric_scooter,,No,Urban,11,13.97213114314126
27487,30.0,4.7,Fog,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,27,7.790237052859739
6166,29.0,4.7,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Urban,10,4.657671709829313
16629,27.0,4.9,Cloudy,Medium,2,Snack,scooter,0.0,No,Metropolitian,26,12.10010893443606
19516,,,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,36,13.620357163085172
20205,29.0,4.6,Sandstorms,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,19,7.44103174939645
7277,34.0,3.8,Windy,Jam,1,Buffet,scooter,0.0,No,Metropolitian,34,19.618630653005262
28323,22.0,4.7,Sandstorms,Low,2,Snack,scooter,1.0,No,,18,12.234750048703493
15387,23.0,4.9,Fog,High,0,Buffet,motorcycle,1.0,No,Metropolitian,27,5.874019735369741
17432,37.0,4.6,Sunny,Jam,1,Buffet,scooter,1.0,No,Metropolitian,22,9.31506917709835
30230,21.0,4.8,Sunny,Medium,2,Buffet,scooter,0.0,,Metropolitian,12,13.763977224483765
18647,21.0,5.0,Stormy,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,25,13.969878141863575
23189,21.0,5.0,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,24,12.421407858556853
382,33.0,4.3,Cloudy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,34,16.826241648639858
18568,26.0,4.5,Sandstorms,Medium,2,Buffet,motorcycle,0.0,No,Metropolitian,21,16.635223376912617
15388,33.0,4.7,Fog,Medium,1,Snack,motorcycle,2.0,No,Metropolitian,42,14.04560608372971
29346,22.0,4.6,Cloudy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,20,17.137491426369635
2119,24.0,4.9,Windy,Low,0,Buffet,motorcycle,,No,Metropolitian,15,12.419709768539805
13062,24.0,4.9,Windy,Medium,2,Drinks,scooter,1.0,No,Urban,22,9.348448896508613
16814,34.0,4.0,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,21,3.1046863676908707
5623,37.0,4.6,Stormy,Medium,1,Buffet,scooter,1.0,No,Urban,20,12.16113135009256
38289,35.0,4.4,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Urban,43,20.25325804771069
18209,30.0,4.6,Fog,Medium,2,Buffet,scooter,0.0,No,Metropolitian,19,7.34298387294895
2884,29.0,4.5,Fog,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,27,9.348552275748848
29740,28.0,4.8,Sunny,Low,0,Buffet,motorcycle,,No,Urban,21,12.074063090227655
42047,26.0,4.6,Windy,Jam,1,Snack,motorcycle,1.0,No,Urban,26,12.116559162592038
5532,21.0,4.9,Stormy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,24,13.682504886973568
8312,24.0,4.8,Sunny,Medium,2,Snack,motorcycle,0.0,No,Urban,11,6.0542954004624
15981,32.0,3.6,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,32,19.974568469354658
28507,24.0,4.6,Sandstorms,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,17,12.58026782216666
39879,37.0,4.7,Sandstorms,Low,1,Meal,scooter,1.0,No,Urban,23,4.657671709829313
373,26.0,4.9,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,34,9.05609596214784
5191,25.0,4.1,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,19,3.116222885403881
2386,24.0,4.9,Sunny,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,15,17.098804215224046
30060,32.0,4.0,Fog,Jam,1,Drinks,motorcycle,2.0,No,Metropolitian,48,19.91558571344517
29893,32.0,4.7,Sunny,Low,2,Drinks,scooter,1.0,No,Metropolitian,28,19.688413407774192
3349,22.0,4.7,Fog,Jam,1,Buffet,scooter,1.0,No,Urban,25,4.544194013115254
45066,23.0,4.7,Sandstorms,Low,2,Snack,scooter,,No,Urban,17,14.152800689506924
36708,21.0,4.7,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,23,16.383856071830277
6140,33.0,4.7,Windy,Jam,1,Meal,scooter,1.0,No,Metropolitian,33,4.46916652242376
2653,35.0,4.5,Fog,Medium,2,Meal,electric_scooter,1.0,No,Urban,19,6.147038743480679
36149,28.0,4.8,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,26,8.92900310893238
36372,38.0,4.8,Stormy,Low,2,Buffet,scooter,1.0,No,Urban,22,1.5725337265584898
43371,33.0,4.9,Windy,High,1,Snack,motorcycle,1.0,No,Metropolitian,25,6.175413559895921
2733,35.0,4.8,Sandstorms,Low,2,Meal,scooter,1.0,No,Metropolitian,26,9.056109429987274
7845,30.0,4.1,Windy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,32,4.674181485043763
41522,25.0,4.7,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,15,9.088013799016629
37834,22.0,4.8,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,28,16.720596676658047
837,29.0,4.7,Sandstorms,Medium,1,Meal,scooter,0.0,No,Metropolitian,23,19.363204222098958
9381,35.0,4.7,Sandstorms,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,27,1.5368285425757406
2752,26.0,4.6,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,21,16.78781488206357
28383,39.0,4.6,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,33,4.5611524268689925
11878,20.0,4.7,Windy,Low,1,Meal,scooter,0.0,No,Metropolitian,14,4420.987880758172
4605,34.0,4.7,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,30,12.436148455889683
38128,33.0,4.5,Cloudy,Low,0,Meal,motorcycle,,No,Metropolitian,22,3.1090243980085717
24409,26.0,5.0,Sunny,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,23,4.476697311911479
26178,29.0,4.8,Fog,Low,2,Meal,scooter,1.0,No,Metropolitian,21,10.88090530488491
4759,30.0,4.7,Sunny,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,16,19.976027554949525
20027,24.0,4.9,Cloudy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,15,1.5263832910352024
45249,37.0,4.4,Fog,High,2,Buffet,scooter,0.0,No,Metropolitian,36,6.080949025901412
38867,22.0,4.8,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,16,3.073616935330218
20487,21.0,4.9,Sandstorms,Low,1,Snack,scooter,0.0,No,,12,12.435538174605655
17072,33.0,4.4,Cloudy,Jam,2,Drinks,scooter,2.0,No,Metropolitian,42,12.435540495229263
19454,32.0,4.8,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,25,4.596666924791136
7403,32.0,5.0,Fog,Medium,1,Buffet,scooter,1.0,No,Metropolitian,35,10.415616866718898
37561,22.0,4.5,Windy,Medium,0,Snack,motorcycle,1.0,No,Urban,16,6.054271781554707
16804,25.0,4.6,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,14,3.06047553947658
10008,36.0,4.8,Fog,Low,2,Meal,scooter,0.0,No,Metropolitian,18,4.587761378580573
18163,32.0,4.6,Fog,Low,2,Drinks,scooter,0.0,No,Metropolitian,19,3.1450674354101187
20853,36.0,4.9,Fog,Low,2,Buffet,electric_scooter,0.0,No,Urban,15,1.5322347878366982
3386,24.0,4.6,Sandstorms,Low,2,Snack,scooter,,No,Metropolitian,11,7.803047130141583
35576,38.0,4.8,Stormy,High,1,Meal,scooter,0.0,No,Metropolitian,28,3.0408160416190784
19140,38.0,4.6,Sunny,High,1,Snack,scooter,0.0,No,Metropolitian,19,3.025377322303406
29898,31.0,4.7,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,30,7.6480806286636005
2435,28.0,4.7,Windy,High,2,Drinks,scooter,1.0,No,,18,2.9802895429476193
34458,27.0,4.8,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,37,14.152800689506924
23181,34.0,4.8,Windy,Medium,0,Drinks,motorcycle,,No,Metropolitian,40,20.069492072749085
9410,29.0,4.5,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Urban,25,1.5294841734467386
23427,33.0,4.7,Windy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,47,6.116387229214868
22809,22.0,4.6,Cloudy,Low,2,Snack,scooter,0.0,No,Metropolitian,17,3.0644047281382125
17811,36.0,5.0,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,28,16.63531520323739
32047,20.0,4.6,Fog,High,0,Meal,motorcycle,1.0,No,Metropolitian,24,3.018828464141016
29102,,,Sunny,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,19,3.0733915722127305
36488,27.0,4.9,Sunny,Low,1,Buffet,scooter,1.0,No,Metropolitian,17,3.1051298899949646
22370,35.0,4.5,Windy,Low,0,Snack,motorcycle,,No,Metropolitian,20,7.648179253529236
41204,23.0,4.9,Sunny,Medium,2,Buffet,scooter,0.0,No,Urban,17,7.6469825829029165
23732,35.0,4.6,Cloudy,Medium,0,Buffet,motorcycle,3.0,No,Metropolitian,48,12.233239994824999
30731,36.0,5.0,Cloudy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,36,13.680908173933178
7154,39.0,4.7,Sandstorms,Low,2,Buffet,scooter,0.0,No,Metropolitian,21,10.485869597205046
2344,26.0,4.8,Sandstorms,Medium,1,Buffet,scooter,1.0,No,,28,19.36321160672346
41870,32.0,4.6,Cloudy,Medium,2,Drinks,scooter,0.0,No,Metropolitian,34,16.787191781784927
43096,34.0,4.9,Windy,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,20,20.182693224614507
20603,22.0,4.9,Windy,Medium,2,Buffet,scooter,1.0,No,Urban,26,6.218002348642889
35798,27.0,4.9,Sandstorms,Low,2,Buffet,motorcycle,1.0,No,Urban,17,1.5125686142593584
36772,30.0,4.5,Stormy,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,20,5173.356253536554
41756,23.0,4.8,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Metropolitian,22,17.137935931424575
44328,38.0,5.0,Stormy,Jam,2,Drinks,motorcycle,1.0,No,Urban,34,4.588360239103391
15706,39.0,4.7,Cloudy,Low,0,Meal,motorcycle,,No,Urban,26,1.5582406274341698
1513,36.0,4.8,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,29,9.193027874181418
27752,38.0,5.0,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,28,17.07661742696284
41077,34.0,4.7,Cloudy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,43,17.07661742696284
25730,32.0,4.9,Windy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,21,1.5545440201132255
9779,35.0,4.9,Sunny,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,28,17.098196997698192
32329,26.0,4.7,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,21,9.074848935994297
37241,33.0,4.9,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,29,9.220865974717585
5092,33.0,4.8,Cloudy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,25,3.063638580481452
37342,22.0,4.7,Cloudy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,14,9.348052750787868
38428,25.0,4.6,Sandstorms,Jam,1,Meal,scooter,1.0,No,Metropolitian,29,13.972141328923932
39632,35.0,4.5,Fog,Jam,0,Buffet,motorcycle,3.0,Yes,Metropolitian,53,19.879870677376758
17759,36.0,4.7,Sunny,High,1,Snack,motorcycle,1.0,No,Metropolitian,23,1.5725337265584898
41403,36.0,4.7,Windy,Low,1,Drinks,scooter,1.0,No,Metropolitian,26,1.5322885570360325
361,22.0,4.7,Windy,Low,1,Buffet,motorcycle,0.0,No,Urban,17,8.937527873219437
29043,35.0,4.7,Sunny,Low,2,Drinks,scooter,1.0,No,Metropolitian,20,12.237167878481253
2633,39.0,4.1,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Urban,31,4.537940845665759
23601,23.0,4.5,Fog,Low,2,Buffet,electric_scooter,1.0,No,,12,7.79017700387884
44470,33.0,4.9,Fog,Jam,2,Meal,scooter,1.0,No,Metropolitian,28,7.631714121932752
460,28.0,4.7,Fog,Jam,1,Snack,scooter,1.0,No,Metropolitian,31,10.906379592916469
35661,34.0,4.8,Sunny,Low,2,Snack,scooter,1.0,No,Metropolitian,29,13.681378564062966
7302,20.0,4.1,Fog,Medium,2,Snack,scooter,1.0,No,Metropolitian,36,13.583302501390298
32923,33.0,4.7,Fog,Low,2,Snack,motorcycle,1.0,No,Metropolitian,26,10.427367605968819
30797,30.0,4.9,Windy,Jam,0,Drinks,motorcycle,2.0,No,Urban,38,9.219708855854169
17168,21.0,4.6,Sandstorms,Low,2,Snack,scooter,1.0,No,Metropolitian,16,16.851359915641797
7320,39.0,4.8,Stormy,Medium,2,Meal,scooter,1.0,No,Metropolitian,33,6.210607623138685
13326,32.0,4.5,Stormy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,26,7.862668167467362
15286,29.0,4.6,Stormy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,18,17.297865752893937
31405,35.0,4.5,Windy,Medium,2,Buffet,scooter,0.0,No,Metropolitian,28,7.546680469135637
40085,39.0,4.9,Sandstorms,Medium,0,Buffet,motorcycle,2.0,No,Metropolitian,39,12.43523815182334
2346,31.0,4.8,Sandstorms,Low,2,Snack,scooter,0.0,No,Metropolitian,24,17.137491426369635
4468,33.0,4.6,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,26,19.760798007032676
4208,39.0,4.9,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,21,10.683789736467556
23523,29.0,4.9,Sunny,Jam,2,Snack,motorcycle,0.0,No,Urban,19,20.182728669259316
25014,36.0,4.3,Windy,Jam,2,Snack,scooter,1.0,No,Metropolitian,33,4.469154958883616
36025,31.0,4.9,Cloudy,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,40,13.828140500466104
11764,24.0,4.5,Cloudy,Medium,1,Snack,scooter,1.0,No,Metropolitian,25,19.661022213462363
5346,29.0,4.8,Cloudy,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,43,12.161009702832278
4636,28.0,4.6,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Urban,22,19.087228045300225
45195,32.0,4.1,Windy,Jam,2,Snack,scooter,1.0,No,Metropolitian,32,7.651068542780796
6564,21.0,4.8,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,13.681056958969442
14632,20.0,4.6,Stormy,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,23,9.121375405888314
20817,26.0,4.8,Cloudy,Low,2,Drinks,motorcycle,,No,Metropolitian,12,1.554514379490486
28829,27.0,4.6,Sandstorms,Low,2,Snack,scooter,1.0,No,Metropolitian,16,9.220581826160357
24727,,,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,39,9.326603239448477
29839,20.0,4.8,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,24,1.4883284997134965
14277,32.0,5.0,Sandstorms,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,25,4.560890657632929
21453,20.0,4.9,Fog,Low,2,Drinks,motorcycle,0.0,No,Urban,18,1.5093577670164835
41530,36.0,5.0,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Urban,16,3.1450674354101187
4472,34.0,4.4,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,34,4.65798777420061
27524,35.0,4.7,Cloudy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,18,6.147092755575845
5157,28.0,4.9,Fog,High,0,Snack,motorcycle,0.0,No,Metropolitian,21,6.209259881992308
18583,36.0,4.7,Windy,High,1,Meal,scooter,1.0,No,Metropolitian,29,3.0644047281382125
34686,39.0,4.5,Stormy,Low,1,Buffet,scooter,1.0,No,Urban,24,4.682004086325133
7714,21.0,4.1,Sandstorms,High,0,Snack,motorcycle,1.0,No,Metropolitian,38,5.959266895870589
1410,38.0,4.0,Cloudy,Jam,2,Meal,scooter,1.0,No,Metropolitian,44,11.919595217625693
15842,31.0,4.9,Cloudy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,28,4.663432062116656
32309,33.0,4.8,Stormy,High,1,Drinks,scooter,1.0,No,Metropolitian,34,1.5580833958912035
40185,31.0,3.5,Stormy,Medium,1,Meal,motorcycle,1.0,No,,34,10.88090530488491
14720,36.0,4.1,Windy,Medium,0,Meal,motorcycle,1.0,Yes,Metropolitian,47,17.297865752893937
37978,,,Sandstorms,Jam,2,Snack,scooter,0.0,No,Metropolitian,23,12.241187679867675
27245,31.0,4.7,Cloudy,High,1,Snack,motorcycle,1.0,No,Metropolitian,31,1.5725337265584898
5570,20.0,4.1,Windy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,17,7.562982485254907
37815,36.0,4.7,Fog,Jam,2,Buffet,scooter,0.0,No,Metropolitian,37,19.471485569346182
33558,35.0,4.8,Sunny,Low,1,Buffet,scooter,,,Metropolitian,12,7.772207463639913
20757,32.0,4.5,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,41,10.415616866718898
17078,36.0,4.7,Windy,Low,2,Buffet,scooter,1.0,No,Urban,22,3.1051298899949646
33330,28.0,4.6,Fog,Low,1,Buffet,motorcycle,,No,Urban,17,1.4897768127270394
26032,23.0,4.7,Cloudy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,23,3.108983788292962
24190,,,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,38,12.162306144870003
27731,34.0,4.4,Cloudy,Jam,1,Drinks,motorcycle,1.0,Yes,Metropolitian,46,13.77076958382834
35284,30.0,4.6,Windy,Medium,1,Snack,motorcycle,1.0,No,Urban,30,11.916235156996139
35864,28.0,4.2,Fog,Jam,1,Meal,scooter,1.0,No,Metropolitian,43,12.58026782216666
29167,24.0,4.6,Sandstorms,Medium,2,Buffet,scooter,0.0,No,Metropolitian,27,7.661017946696309
6779,,,Stormy,Jam,0,Buffet,motorcycle,3.0,No,Metropolitian,46,19688.00128804851
6179,29.0,4.8,Sunny,Medium,2,Drinks,scooter,0.0,No,Metropolitian,12,16.600066636039454
33311,20.0,4.6,Sandstorms,Low,1,Drinks,scooter,1.0,No,Metropolitian,18,19.761706467416623
8980,35.0,4.6,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Urban,17,9.121044921312752
43697,21.0,4.6,Sandstorms,Low,1,Drinks,scooter,0.0,No,Metropolitian,16,1.5581398086149354
28175,36.0,4.9,Cloudy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,45,17.078665498330796
3954,39.0,4.7,Sunny,Low,0,Snack,motorcycle,0.0,No,Metropolitian,25,3.0406978544141907
5911,31.0,4.1,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,38,12.079324698155073
30945,39.0,4.6,Sandstorms,Medium,2,Buffet,scooter,0.0,No,Metropolitian,30,6.147127365859639
43273,32.0,4.8,Cloudy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,26,19.97674646695781
23839,36.0,4.9,Fog,Low,2,Buffet,scooter,,No,Metropolitian,25,13.681378564062966
44877,34.0,4.9,Sunny,Medium,2,Buffet,scooter,1.0,No,Urban,29,17.073624954178904
10695,34.0,4.7,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,31,9.058825021878446
26633,35.0,4.6,Sandstorms,Low,2,Snack,scooter,0.0,No,Metropolitian,22,3.104660875498153
38796,22.0,4.5,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,25,17.297865752893937
23344,32.0,4.8,Sunny,Low,0,Meal,motorcycle,1.0,No,Urban,23,1.5369061313683696
38112,37.0,4.6,Windy,Low,2,Buffet,scooter,1.0,No,Metropolitian,24,3.1161489345841082
34250,32.0,5.0,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,38,10.880364286080434
18346,25.0,4.7,Fog,Jam,2,Buffet,scooter,1.0,No,Metropolitian,30,7.546876906955162
6176,33.0,4.2,Windy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,23,3.040891553714859
37063,,,Fog,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,22,9.313614929491393
10097,21.0,4.8,Fog,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,17,3.0405372424073813
41308,25.0,4.0,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,,31,10.429850454107426
41366,29.0,4.9,Windy,Jam,1,Snack,scooter,1.0,No,Urban,20,13.620979500135267
4571,,,Fog,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,42,10.569496921540738
42755,20.0,4.8,Sandstorms,Jam,1,Snack,scooter,0.0,No,Metropolitian,21,13.216215992519444
42575,22.0,4.9,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,37,4.656788094647966
22898,27.0,5.0,Windy,Jam,1,Snack,scooter,1.0,No,Metropolitian,15,14.022298282537264
12833,38.0,3.8,Windy,Jam,1,Buffet,motorcycle,2.0,No,Metropolitian,42,19.91468696565216
31217,23.0,4.5,Fog,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,15,4.717601091654031
40451,33.0,4.5,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,26,6.049834150348467
9855,37.0,3.7,Windy,Jam,1,Snack,scooter,1.0,No,Metropolitian,41,20.25325804771069
13097,30.0,4.6,Fog,Low,0,Buffet,motorcycle,0.0,No,Urban,20,3.0188412593857077
33239,37.0,4.8,Cloudy,Low,0,Snack,motorcycle,1.0,No,Urban,23,7.601874226775547
32498,20.0,4.7,Stormy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,21,9.435201537103644
10752,20.0,4.9,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,19,9.220209377935152
13609,30.0,4.7,Sandstorms,Low,1,Snack,motorcycle,0.0,No,Metropolitian,21,1.5094795186079348
40666,23.0,4.3,Stormy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,36,16.65991730235705
44589,37.0,4.6,Sandstorms,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,26,9.074342228950233
38896,28.0,4.9,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,27,10.867138301963886
20117,28.0,4.8,Fog,Jam,0,Drinks,motorcycle,1.0,Yes,Metropolitian,47,13.21703883771606
33614,28.0,4.7,Sunny,Low,2,Buffet,scooter,1.0,No,Urban,25,12.48512776209959
6535,35.0,4.7,Stormy,Low,2,Drinks,electric_scooter,0.0,No,Urban,23,19.34391143623516
37871,37.0,4.8,Stormy,Jam,0,Snack,motorcycle,3.0,Yes,Metropolitian,53,12.10007905559032
28617,22.0,4.8,Sandstorms,Jam,2,Buffet,scooter,1.0,No,Urban,20,10.867352908493617
22365,33.0,4.8,Sandstorms,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,21,9.313691518003221
35421,36.0,4.7,Fog,Low,1,Buffet,scooter,0.0,No,Metropolitian,15,3466.3208413450757
15607,30.0,4.2,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,39,7.763607607896017
37433,31.0,4.3,Cloudy,Low,1,Buffet,scooter,1.0,No,Urban,31,12.293541924695205
18515,32.0,4.9,Sandstorms,Jam,1,Meal,motorcycle,,No,Metropolitian,30,8.78986575954376
